"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Metric","Data_type","Value"
"Slovenia","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA","Current Prices",12.17
"Slovenia","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA_Bilateral","Current Prices",0.26
"Slovenia","Donor","DAC","EU","2017-12-22",2014,"Total_ODA_ONE","Current Prices",61.53
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Africa_Fragile_ODA","Current Prices",9.04
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA","Current Prices",14.31
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA_Bilateral","Current Prices",0.59
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",25.1
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA","Current Prices",13.87
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA_Bilateral","Current Prices",0.9
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"GNI","Current Prices",42410.6
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"IA_Bilateral_ODA","Current Prices",25.1
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"IA6_Debt_Relief","Current Prices",0
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",7.12
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"IB_Multilateral_ODA","Current Prices",38.19
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA","Current Prices",9.55
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Bilateral","Current Prices",0.41
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",9.14
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA","Current Prices",10.73
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA_Bilateral","Current Prices",0.27
"Slovenia","Donor","DAC","EU","2017-12-22",2015,"Total_ODA_ONE","Current Prices",63.29
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Africa_Fragile_ODA","Current Prices",NA
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA","Current Prices",19.8119146965829
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA_Bilateral","Current Prices",0.55
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",29.23
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA","Current Prices",NA
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"GNI","Current Prices",43461.43573
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"IA_Bilateral_ODA","Current Prices",29.23
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"IA6_Debt_Relief","Current Prices",0
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",7.66
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"IB_Multilateral_ODA","Current Prices",50.42
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA","Current Prices",13.5573383281744
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Bilateral","Current Prices",0.41
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",13.1473383281744
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA","Current Prices",15.3014666094136
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA_Bilateral","Current Prices",0.3
"Slovenia","Donor","DAC","EU","2017-12-22",2016,"Total_ODA_ONE","Current Prices",79.65
"Spain","Donor","DAC","EU","2017-12-22",2007,"Africa_Fragile_ODA","Current Prices",967.6
"Spain","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA","Current Prices",1548.07
"Spain","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA_Bilateral","Current Prices",742.34
"Spain","Donor","DAC","EU","2017-12-22",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",3096.36
"Spain","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA","Current Prices",1585.78
"Spain","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA_Bilateral","Current Prices",712.51
"Spain","Donor","DAC","EU","2017-12-22",2007,"GNI","Current Prices",1400260.1
"Spain","Donor","DAC","EU","2017-12-22",2007,"IA_Bilateral_ODA","Current Prices",3338.99
"Spain","Donor","DAC","EU","2017-12-22",2007,"IA6_Debt_Relief","Current Prices",242.63
"Spain","Donor","DAC","EU","2017-12-22",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",26.67
"Spain","Donor","DAC","EU","2017-12-22",2007,"IB_Multilateral_ODA","Current Prices",1800.81
"Spain","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA","Current Prices",1122.43
"Spain","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Bilateral","Current Prices",432.24
"Spain","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",690.19
"Spain","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA","Current Prices",1183.16
"Spain","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA_Bilateral","Current Prices",470.79
"Spain","Donor","DAC","EU","2017-12-22",2007,"Total_ODA_ONE","Current Prices",4897.17
"Spain","Donor","DAC","EU","2017-12-22",2008,"Africa_Fragile_ODA","Current Prices",1308.28
"Spain","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA","Current Prices",2084.1
"Spain","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA_Bilateral","Current Prices",1091.51
"Spain","Donor","DAC","EU","2017-12-22",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4460.1
"Spain","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA","Current Prices",2074.55
"Spain","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA_Bilateral","Current Prices",1045.9
"Spain","Donor","DAC","EU","2017-12-22",2008,"GNI","Current Prices",1537455.65
"Spain","Donor","DAC","EU","2017-12-22",2008,"IA_Bilateral_ODA","Current Prices",4801.62
"Spain","Donor","DAC","EU","2017-12-22",2008,"IA6_Debt_Relief","Current Prices",341.52
"Spain","Donor","DAC","EU","2017-12-22",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",40.44
"Spain","Donor","DAC","EU","2017-12-22",2008,"IB_Multilateral_ODA","Current Prices",2065.2
"Spain","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA","Current Prices",1521.39
"Spain","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Bilateral","Current Prices",685.02
"Spain","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",836.37
"Spain","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA","Current Prices",1612.44
"Spain","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA_Bilateral","Current Prices",706.87
"Spain","Donor","DAC","EU","2017-12-22",2008,"Total_ODA_ONE","Current Prices",6525.3
"Spain","Donor","DAC","EU","2017-12-22",2009,"Africa_Fragile_ODA","Current Prices",1257.45
"Spain","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA","Current Prices",2376.55
"Spain","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA_Bilateral","Current Prices",1481.33
"Spain","Donor","DAC","EU","2017-12-22",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4376.63
"Spain","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA","Current Prices",2163.5
"Spain","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA_Bilateral","Current Prices",1259.95
"Spain","Donor","DAC","EU","2017-12-22",2009,"GNI","Current Prices",1433701.43
"Spain","Donor","DAC","EU","2017-12-22",2009,"IA_Bilateral_ODA","Current Prices",4473.04
"Spain","Donor","DAC","EU","2017-12-22",2009,"IA6_Debt_Relief","Current Prices",96.41
"Spain","Donor","DAC","EU","2017-12-22",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",39.47
"Spain","Donor","DAC","EU","2017-12-22",2009,"IB_Multilateral_ODA","Current Prices",2111.07
"Spain","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA","Current Prices",1701.19
"Spain","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Bilateral","Current Prices",987.65
"Spain","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",713.54
"Spain","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA","Current Prices",1715.23
"Spain","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA_Bilateral","Current Prices",922.63
"Spain","Donor","DAC","EU","2017-12-22",2009,"Total_ODA_ONE","Current Prices",6487.7
"Spain","Donor","DAC","EU","2017-12-22",2010,"Africa_Fragile_ODA","Current Prices",965.16
"Spain","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA","Current Prices",1815.51
"Spain","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA_Bilateral","Current Prices",963.44
"Spain","Donor","DAC","EU","2017-12-22",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",3659.76
"Spain","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA","Current Prices",1724.96
"Spain","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA_Bilateral","Current Prices",812.78
"Spain","Donor","DAC","EU","2017-12-22",2010,"GNI","Current Prices",1388744.37
"Spain","Donor","DAC","EU","2017-12-22",2010,"IA_Bilateral_ODA","Current Prices",3998.84
"Spain","Donor","DAC","EU","2017-12-22",2010,"IA6_Debt_Relief","Current Prices",339.08
"Spain","Donor","DAC","EU","2017-12-22",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",37.13
"Spain","Donor","DAC","EU","2017-12-22",2010,"IB_Multilateral_ODA","Current Prices",1950.62
"Spain","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA","Current Prices",1287.89
"Spain","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Bilateral","Current Prices",563.02
"Spain","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",724.87
"Spain","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA","Current Prices",1369.8
"Spain","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA_Bilateral","Current Prices",597.77
"Spain","Donor","DAC","EU","2017-12-22",2010,"Total_ODA_ONE","Current Prices",5610.38
"Spain","Donor","DAC","EU","2017-12-22",2011,"Africa_Fragile_ODA","Current Prices",791.87
"Spain","Donor","DAC","EU","2017-12-22",2011,"Africa_ODA","Current Prices",1422.6
"Spain","Donor","DAC","EU","2017-12-22",2011,"Africa_ODA_Bilateral","Current Prices",711.11
"Spain","Donor","DAC","EU","2017-12-22",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2251.29
"Spain","Donor","DAC","EU","2017-12-22",2011,"Fragile_State_ODA","Current Prices",1315.21
"Spain","Donor","DAC","EU","2017-12-22",2011,"Fragile_State_ODA_Bilateral","Current Prices",647.28
"Spain","Donor","DAC","EU","2017-12-22",2011,"GNI","Current Prices",1457356.79
"Spain","Donor","DAC","EU","2017-12-22",2011,"IA_Bilateral_ODA","Current Prices",2281.69
"Spain","Donor","DAC","EU","2017-12-22",2011,"IA6_Debt_Relief","Current Prices",30.4
"Spain","Donor","DAC","EU","2017-12-22",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",34.93
"Spain","Donor","DAC","EU","2017-12-22",2011,"IB_Multilateral_ODA","Current Prices",1891.42
"Spain","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA","Current Prices",1044.51
"Spain","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA_Bilateral","Current Prices",522.92
"Spain","Donor","DAC","EU","2017-12-22",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",521.59
"Spain","Donor","DAC","EU","2017-12-22",2011,"SSA_ODA","Current Prices",991.69
"Spain","Donor","DAC","EU","2017-12-22",2011,"SSA_ODA_Bilateral","Current Prices",401.6
"Spain","Donor","DAC","EU","2017-12-22",2011,"Total_ODA_ONE","Current Prices",4142.71
"Spain","Donor","DAC","EU","2017-12-22",2012,"Africa_Fragile_ODA","Current Prices",369.37
"Spain","Donor","DAC","EU","2017-12-22",2012,"Africa_ODA","Current Prices",642.68
"Spain","Donor","DAC","EU","2017-12-22",2012,"Africa_ODA_Bilateral","Current Prices",229.52
"Spain","Donor","DAC","EU","2017-12-22",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",909.68
"Spain","Donor","DAC","EU","2017-12-22",2012,"Fragile_State_ODA","Current Prices",591.98
"Spain","Donor","DAC","EU","2017-12-22",2012,"Fragile_State_ODA_Bilateral","Current Prices",255.9
"Spain","Donor","DAC","EU","2017-12-22",2012,"GNI","Current Prices",1307226.22
"Spain","Donor","DAC","EU","2017-12-22",2012,"IA_Bilateral_ODA","Current Prices",985.46
"Spain","Donor","DAC","EU","2017-12-22",2012,"IA6_Debt_Relief","Current Prices",75.78
"Spain","Donor","DAC","EU","2017-12-22",2012,"IA82_In_Donor_Refugee_Cost","Current Prices",22.72
"Spain","Donor","DAC","EU","2017-12-22",2012,"IB_Multilateral_ODA","Current Prices",1051.87
"Spain","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA","Current Prices",426.73
"Spain","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA_Bilateral","Current Prices",207.5
"Spain","Donor","DAC","EU","2017-12-22",2012,"LDC_ODA_Imputed_Multilateral","Current Prices",219.23
"Spain","Donor","DAC","EU","2017-12-22",2012,"SSA_ODA","Current Prices",457.82
"Spain","Donor","DAC","EU","2017-12-22",2012,"SSA_ODA_Bilateral","Current Prices",175.03
"Spain","Donor","DAC","EU","2017-12-22",2012,"Total_ODA_ONE","Current Prices",1961.55
"Spain","Donor","DAC","EU","2017-12-22",2013,"Africa_Fragile_ODA","Current Prices",377.69
"Spain","Donor","DAC","EU","2017-12-22",2013,"Africa_ODA","Current Prices",625.14
"Spain","Donor","DAC","EU","2017-12-22",2013,"Africa_ODA_Bilateral","Current Prices",174.3
"Spain","Donor","DAC","EU","2017-12-22",2013,"Bilat_ODA_Ex_Debt_Relief","Current Prices",701.25
"Spain","Donor","DAC","EU","2017-12-22",2013,"Fragile_State_ODA","Current Prices",572.35
"Spain","Donor","DAC","EU","2017-12-22",2013,"Fragile_State_ODA_Bilateral","Current Prices",171.4
"Spain","Donor","DAC","EU","2017-12-22",2013,"GNI","Current Prices",1350268.19
"Spain","Donor","DAC","EU","2017-12-22",2013,"IA_Bilateral_ODA","Current Prices",944.94
"Spain","Donor","DAC","EU","2017-12-22",2013,"IA6_Debt_Relief","Current Prices",243.69
"Spain","Donor","DAC","EU","2017-12-22",2013,"IA82_In_Donor_Refugee_Cost","Current Prices",24.53
"Spain","Donor","DAC","EU","2017-12-22",2013,"IB_Multilateral_ODA","Current Prices",1403.15
"Spain","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA","Current Prices",438.94
"Spain","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA_Bilateral","Current Prices",149.9
"Spain","Donor","DAC","EU","2017-12-22",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",289.04
"Spain","Donor","DAC","EU","2017-12-22",2013,"SSA_ODA","Current Prices",469.32
"Spain","Donor","DAC","EU","2017-12-22",2013,"SSA_ODA_Bilateral","Current Prices",130.04
"Spain","Donor","DAC","EU","2017-12-22",2013,"Total_ODA_ONE","Current Prices",2104.4
"Spain","Donor","DAC","EU","2017-12-22",2014,"Africa_Fragile_ODA","Current Prices",457.69
"Spain","Donor","DAC","EU","2017-12-22",2014,"Africa_ODA","Current Prices",717.89
"Spain","Donor","DAC","EU","2017-12-22",2014,"Africa_ODA_Bilateral","Current Prices",146.36
"Spain","Donor","DAC","EU","2017-12-22",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",463.96
"Spain","Donor","DAC","EU","2017-12-22",2014,"Fragile_State_ODA","Current Prices",666.66
"Spain","Donor","DAC","EU","2017-12-22",2014,"Fragile_State_ODA_Bilateral","Current Prices",170.57
"Spain","Donor","DAC","EU","2017-12-22",2014,"GNI","Current Prices",1396105.88
"Spain","Donor","DAC","EU","2017-12-22",2014,"IA_Bilateral_ODA","Current Prices",463.96
"Spain","Donor","DAC","EU","2017-12-22",2014,"IA6_Debt_Relief","Current Prices",0
"Spain","Donor","DAC","EU","2017-12-22",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",18.43
"Spain","Donor","DAC","EU","2017-12-22",2014,"IB_Multilateral_ODA","Current Prices",1412.88
"Spain","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA","Current Prices",486.93
"Spain","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA_Bilateral","Current Prices",123.99
"Spain","Donor","DAC","EU","2017-12-22",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",362.94
"Spain","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA","Current Prices",550.32
"Spain","Donor","DAC","EU","2017-12-22",2014,"SSA_ODA_Bilateral","Current Prices",123.29
"Spain","Donor","DAC","EU","2017-12-22",2014,"Total_ODA_ONE","Current Prices",1876.84
"Spain","Donor","DAC","EU","2017-12-22",2015,"Africa_Fragile_ODA","Current Prices",276.06
"Spain","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA","Current Prices",386.82
"Spain","Donor","DAC","EU","2017-12-22",2015,"Africa_ODA_Bilateral","Current Prices",25.68
"Spain","Donor","DAC","EU","2017-12-22",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",232.89
"Spain","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA","Current Prices",439.38
"Spain","Donor","DAC","EU","2017-12-22",2015,"Fragile_State_ODA_Bilateral","Current Prices",107.32
"Spain","Donor","DAC","EU","2017-12-22",2015,"GNI","Current Prices",1196294.64
"Spain","Donor","DAC","EU","2017-12-22",2015,"IA_Bilateral_ODA","Current Prices",354.57
"Spain","Donor","DAC","EU","2017-12-22",2015,"IA6_Debt_Relief","Current Prices",121.68
"Spain","Donor","DAC","EU","2017-12-22",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",32.29
"Spain","Donor","DAC","EU","2017-12-22",2015,"IB_Multilateral_ODA","Current Prices",1042.17
"Spain","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA","Current Prices",314.42
"Spain","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Bilateral","Current Prices",81.36
"Spain","Donor","DAC","EU","2017-12-22",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",233.06
"Spain","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA","Current Prices",303.31
"Spain","Donor","DAC","EU","2017-12-22",2015,"SSA_ODA_Bilateral","Current Prices",36.29
"Spain","Donor","DAC","EU","2017-12-22",2015,"Total_ODA_ONE","Current Prices",1275.06
"Spain","Donor","DAC","EU","2017-12-22",2016,"Africa_Fragile_ODA","Current Prices",NA
"Spain","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA","Current Prices",715.08753966637
"Spain","Donor","DAC","EU","2017-12-22",2016,"Africa_ODA_Bilateral","Current Prices",80.32
"Spain","Donor","DAC","EU","2017-12-22",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",327.39
"Spain","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA","Current Prices",NA
"Spain","Donor","DAC","EU","2017-12-22",2016,"Fragile_State_ODA_Bilateral","Current Prices",NA
"Spain","Donor","DAC","EU","2017-12-22",2016,"GNI","Current Prices",1232556.67
"Spain","Donor","DAC","EU","2017-12-22",2016,"IA_Bilateral_ODA","Current Prices",2488.95
"Spain","Donor","DAC","EU","2017-12-22",2016,"IA6_Debt_Relief","Current Prices",2161.56
"Spain","Donor","DAC","EU","2017-12-22",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",32.08
"Spain","Donor","DAC","EU","2017-12-22",2016,"IB_Multilateral_ODA","Current Prices",1606.86
"Spain","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA","Current Prices",486.513359598424
"Spain","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Bilateral","Current Prices",13.09
"Spain","Donor","DAC","EU","2017-12-22",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",473.423359598424
"Spain","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA","Current Prices",586.725120547556
"Spain","Donor","DAC","EU","2017-12-22",2016,"SSA_ODA_Bilateral","Current Prices",64.99
"Spain","Donor","DAC","EU","2017-12-22",2016,"Total_ODA_ONE","Current Prices",1934.25
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Africa_Fragile_ODA","Current Prices",1266.68
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA","Current Prices",1601.68
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Africa_ODA_Bilateral","Current Prices",926.66
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2858.14
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA","Current Prices",1767.75
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Fragile_State_ODA_Bilateral","Current Prices",998.53
"Sweden","Donor","DAC","EU","2017-12-22",2007,"GNI","Current Prices",464197.85
"Sweden","Donor","DAC","EU","2017-12-22",2007,"IA_Bilateral_ODA","Current Prices",2932.22
"Sweden","Donor","DAC","EU","2017-12-22",2007,"IA6_Debt_Relief","Current Prices",74.08
"Sweden","Donor","DAC","EU","2017-12-22",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",258.23
"Sweden","Donor","DAC","EU","2017-12-22",2007,"IB_Multilateral_ODA","Current Prices",1406.72
"Sweden","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA","Current Prices",1370.34
"Sweden","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Bilateral","Current Prices",747.82
"Sweden","Donor","DAC","EU","2017-12-22",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",622.52
"Sweden","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA","Current Prices",1485.09
"Sweden","Donor","DAC","EU","2017-12-22",2007,"SSA_ODA_Bilateral","Current Prices",851.79
"Sweden","Donor","DAC","EU","2017-12-22",2007,"Total_ODA_ONE","Current Prices",4264.86
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Africa_Fragile_ODA","Current Prices",1397.59
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA","Current Prices",1775.48
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Africa_ODA_Bilateral","Current Prices",1026.05
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",3142.36
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA","Current Prices",1976.81
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Fragile_State_ODA_Bilateral","Current Prices",1171.1
"Sweden","Donor","DAC","EU","2017-12-22",2008,"GNI","Current Prices",483039.65
"Sweden","Donor","DAC","EU","2017-12-22",2008,"IA_Bilateral_ODA","Current Prices",3142.36
"Sweden","Donor","DAC","EU","2017-12-22",2008,"IA6_Debt_Relief","Current Prices",0
"Sweden","Donor","DAC","EU","2017-12-22",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",375.47
"Sweden","Donor","DAC","EU","2017-12-22",2008,"IB_Multilateral_ODA","Current Prices",1589.39
"Sweden","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA","Current Prices",1553.83
"Sweden","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Bilateral","Current Prices",902.69
"Sweden","Donor","DAC","EU","2017-12-22",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",651.14
"Sweden","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA","Current Prices",1638.27
"Sweden","Donor","DAC","EU","2017-12-22",2008,"SSA_ODA_Bilateral","Current Prices",947.12
"Sweden","Donor","DAC","EU","2017-12-22",2008,"Total_ODA_ONE","Current Prices",4731.75
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Africa_Fragile_ODA","Current Prices",1226.5
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA","Current Prices",1595.53
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Africa_ODA_Bilateral","Current Prices",894.06
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2988.55
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA","Current Prices",1794.53
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Fragile_State_ODA_Bilateral","Current Prices",1043.09
"Sweden","Donor","DAC","EU","2017-12-22",2009,"GNI","Current Prices",405581.35
"Sweden","Donor","DAC","EU","2017-12-22",2009,"IA_Bilateral_ODA","Current Prices",3008.97
"Sweden","Donor","DAC","EU","2017-12-22",2009,"IA6_Debt_Relief","Current Prices",20.42
"Sweden","Donor","DAC","EU","2017-12-22",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",306.86
"Sweden","Donor","DAC","EU","2017-12-22",2009,"IB_Multilateral_ODA","Current Prices",1539.26
"Sweden","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA","Current Prices",1381.67
"Sweden","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Bilateral","Current Prices",787.31
"Sweden","Donor","DAC","EU","2017-12-22",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",594.36
"Sweden","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA","Current Prices",1443.57
"Sweden","Donor","DAC","EU","2017-12-22",2009,"SSA_ODA_Bilateral","Current Prices",810.19
"Sweden","Donor","DAC","EU","2017-12-22",2009,"Total_ODA_ONE","Current Prices",4527.81
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Africa_Fragile_ODA","Current Prices",1215
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA","Current Prices",1536.15
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Africa_ODA_Bilateral","Current Prices",874.4
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2929.11
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA","Current Prices",1850.18
"Sweden","Donor","DAC","EU","2017-12-22",2010,"Fragile_State_ODA_Bilateral","Current Prices",1081.88
"Sweden","Donor","DAC","EU","2017-12-22",2010,"GNI","Current Prices",467598
"Sweden","Donor","DAC","EU","2017-12-22",2010,"IA_Bilateral_ODA","Current Prices",2929.11
"Sweden","Donor","DAC","EU","2017-12-22",2010,"IA6_Debt_Relief","Current Prices",0
"Sweden","Donor","DAC","EU","2017-12-22",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",396.68
"Sweden","Donor","DAC","EU","2017-12-22",2010,"IB_Multilateral_ODA","Current Prices",1604.37
"Sweden","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA","Current Prices",1409.59
"Sweden","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Bilateral","Current Prices",828.75
"Sweden","Donor","DAC","EU","2017-12-22",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",580.84
"Sweden","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA","Current Prices",1416.58
"Sweden","Donor","DAC","EU","2017-12-22",2010,"SSA_ODA_Bilateral","Current Prices",807.09
